Singkatan/Slang,Frekuensi,Contoh Ulasan 1,Contoh Ulasan 2,Contoh Ulasan 3
kocakkk,15,[BCAMobile] anj naro duit bca baru semalem doang sedot rb kocakk kocakkk,[BCAMobile] dipaksa tf pake diluar bi fast alasan pemeliharaan kocakkk,[BCAMobile] saldo tiba tiba hilang kocakkk
bg,15,[BCAMobile] mobile banking tetangga sebelah canggih canggih laporan mutasinya perbulan tampil menyeluruh bca it nya kynya kurang canggih terutama masalah laporan mutasi transaksi harian alesannya klasik memori ngak cukuplah data kepenuhan proses datanya lama de el el kalo bank sekelas bca punya alesan sprti norak ya intinya nasabah bayar admin tp pelayanan fitur kurang memuaskan bg nasabah iya satu dlm beli ticket pelni nya srng error,[BCAMobile] lah koneksi nya gw buka aplikasi lancar buka doang nih susah lampu ijo lampu ijo udah malah gagal kirim bg,[BRImo] bg aplikasi sangatlah elor disini baru daftar akun brimo tpi setelh kluar dri akun besok yah masukin tpi disuruh login pencet tetep gx udh di masukin sandi username tetep gx masuk notip yah username sama sandy yah slh tpi sandi yg buat kemaren udh sekerin sut gx mungkin slhhh di tanggapi bg
kpan,15,[BCAMobile] m banking terblokir sdah sebutkan data nama nomer rek transaksi trakhir smpai masuk rek kpan ehhh tetap bertnya hal lain sdah lupa buka cabang mana weeee cs kau tak percuma kau jalankan marketing pembukaan rek online kalo saat masalah tetap ke cs,[BCAMobile] sya udh hpus pindahin file fto video dri pnyimpanan internal kartu sd trus baru update tpi stelah slesai update bacaan kosongkan ruang penyimpanan gajelas hrus gmana lgi coba apk mbanking mau tf ga bsa ngambil duit tnpa kartu ga bsa byar barang pke qriss ga bsa hadeuhh mau smpe kpan nih apk error,[BRImo] brimo skrg sbnr a knp siiiiihhh skrg bnyk yg ngeluh sma aplikasi brimo brarti bukn konsumen atw hp a yg brmasalah tp dr fitur aplikasi a yg ngga bner coba mw smpe kpan ky gni
gile,15,[BCAMobile] admin bulanan nya gede bgd tiap bulan k aje gile,[BCAMobile] parah lampu indikator nya merah terus padahal jaringan internet bagus tetap aja merah giliran pakai wifi baru buat transaksi aji gile kalau kmna bawa wifi buat transaksi mah,[BCAMobile] muke gile ampe abis pulsa gw buat masukin no kartu bca utk verifikasi ulang mbca bangke bener udeh x gw begini gila apa
bsok,15,[BCAMobile] pelayanan ramah baik cmn kecewa bsok mau kantor bca nya aktifin atm kata cs nya biaya pas isi saldo smua nya kesedot parah nyesek walaupun cmn nyari duit smpe keringet bool bool,[BCAMobile] min cara liat bukti tranfer gmna sih kmren sya tf pnding bsok ny liat udah gak ad pending nya liat buktinya gak di notif gimna min,[BCAMobile] udh coba beberapa kali verifikasi gagal ktp sudh sesuai foto tempat terang jga malah suruh coba bsok ngakak sih parah udh jelas jelas mau dipake malah suruh coba lgi bsok kocak bet sekelas bca verfikasi aja ribet banget
mimin,15,[BCAMobile] bca mobile jga mengalami yg sama sdh mengikuti instruks mimin utk menonaktifkan semua yg di aksesibility ngga mau buka masih force closed apa yg hrs saya lakukan min,[BCAMobile] sabtu gara update malah close sendiri mental terus padahal paa jumat pake lah mimin suru update versi terbaru malah gara versi terbaru ga bisa kocakkk,[BCAMobile] mimin mau nanya klw pengajuan daerah gorontalo
hadeuuh,15,[BCAMobile] malah mt mlm minggu hadeuuh,[BCAMobile] masuk aplikasi bca mobile log out masuk log out masuk log out aplikasi banyak bug diupgrade bukan membaik malah ble e aplikasi bca mobile hadeuuh,[BCAMobile] hari jg sy lg kesel jam sore indikator meraaahhh terusss udh restart mode peaawat ulang bbrpa x msh jg ga bs buka merchan jg sama ga bs apa pdhl jaringan stabil internetnya bk halo bca jg ga bs hadeuuh
komenan,15,[BCAMobile] kepo pengen update biar dpt fitur terbaru eh malah gak kebuka samsek apknya udh unsintall install ulang tetep aja gitu diklik gak mau kebuka itu baru baca komen orang ternyata banyak kejadian yg sama dgn yg sy alami menyesal harusnya baca komenan dulu baru memutuskan update tidak,[BCAMobile] update versi terbaru sering terjadi force close padahal semua yg bilang pihak bca komenan di lakukan tetap sudah melakukan accessibility service bisa tidak ada kejelasan perbaikan update,[BCAMobile] update pas mau login malah mental force close liat komenan youtube jg banyak yg mengalami yg sama ini apk bug nya perbaiki
cepetan,15,[BCAMobile] woy cepetan benerin,[BCAMobile] gimana mau tf sama ambil uang kok keluar terus cepetan perbaiki aduhhh,[BCAMobile] cepetan benerin force close mulu nasabah ganti bank
jadii,15,[BCAMobile] lemot banget bangke cek saldo aja loading terus padahal udah ijo tf jadii susah kemanaa dasar aplikasi jelek,[BCAMobile] gajelas banget sih mau buka m banking susah banget verifikasinyaa mana gagal terus padahal pake data sendiri wajah sendiri loh susah banget kenapaaaa gara wajah aku jelek gituuh jadii susah verifikasiii pilih kasih bangett sihh beberapa kali percobaan hasilnya apa diblokir donk mbanking nyaa disuruh telpon nomor hallo bca mahall bangettt bejirrrr baruu pencet pencett udah ngabisin pulsa aja auto delete ajaaa lah byee kecewaaaa aslinyaaaah,[BCAMobile] kok ingin melakukan transaksi tf bagian cari nama sekarang tidak jadii kudu manual scrolll diperbaiki
hrusnya,15,[BCAMobile] jelek banget dah layout transfer jd banyak renggang dikiri kanan knapa gk dibikin dinamis aja kurangin padding right left top down nya hrusnya sekelas bca udh make constraint sih,[BCAMobile] stlh diupdate g bs dibuka sm skli mental trus jng dibls hrus menggunakan versi terbaru jringan internet hrus bgus krn smuanya sdh sy lkukan sdngkan buka apl bank aja lncar bngt dah update koneksi internet maximum ram gede hapus data uninstal ttp sj force close dr sekian bnyak ulasan yg sm mengalaminya hrusnya langsung ditindaklanjuti pihak aplikasi bca nya berarti bkn sebgai pengguna yg bermsalah aplikasinya yg bermasalah,[BCAMobile] bulannya ada masalah keluar kode lama benernya sampe beberapa kali verifikasi pun butuh banyak pulsa tp tetep ajh kdng msh gk buang waktu gk di pake perlu ini bner eror bulannya g ckup jam brhari hari lah perbaiki hrusnya aplikasi makin kesini makin bagus
tinggalin,15,[BRImo] banyak bgt admin yg keluar entah potong itu ambil otomatis la kmren sengaja tinggalin saldo ribu diamkan selama sebulan pas cek tinggal ribu liat notif bayak bgt potongan entah apa segitunya minnn,[BRImo] topup pulsa tanggal maret sampe sekarang tanggal di proses kirim laporan sesuai instruksi ga jawaban parah banget saldo ilang gitu aja kalo aja gaji gak lewat bank udh ku tinggalin bank,[BRImo] rubah rating lh padahal aplikasi oke transaksi cuma riweh kalok instal ulang username password pin udah bener cuma gara kartu nomer telfon ga sesuai ga login memang bangke hp gw rusak bos yg aplikasi sebelumny gw lupa nomer mana yg gw tinggalin aplikasi terus gimana kalok udah itu terus apa gunanya gw bikin user name sama pasword pin tetep gabisa login angel
ngapus,15,[BCAMobile] fitur ngapus riwayat transaksi via qris kok ga ya biasanya abis reset data aplikasi bca nya langsung kehapus malah ada udah gitu kadang sering error kalo malam payah,[BCAMobile] ribet mau ngapus history transfer aja muter muter,[BCAMobile] makin ribet ngapus inbox restart pake sms verivikasi lg buat masuk aplikasinya
begok,14,[BCAMobile] aplikasi begok j am malam erorr,[BCAMobile] aplikasi tolol jaringan bagus ko nya terputus emang apk gk hapus apk tolol hapus aja lah begok,[BRImo] aplikasi tololll pin udah bener malah salah blokir lagii udah mahh kantor bri nya jauh begok begoo
nyampah,14,[BCAMobile] skrng g hapus bukti transaksi inbox jadi pusing kebanyakan bukti inbox lebih baik menghapus bukti transaksi inbox blm update banyak banget sy transaksi tokped shoope bukti va nya g hapus jadi nyampah inbox jadi sy kasih bintang aj kalo sdh hapus bukti transaksi di inbox sy kasih bintang,[BCAMobile] sekarang laporan bekas transfer inbox ga dihapus jdi nyampah upgrade bukannya tambah baik malah tambah buruk,[BRImo] aplikasi bank bri bikin mual tiap kali transaksi langsung dipotong uang hilang pihak bank gak mau tanggung jawab bank macam apa biasanya cuma nyampah
gituh,14,[BCAMobile] selalu gangguan selalu bermasalah kecewa sebagi nasabah tau gituh nabung bank yg,[BCAMobile] kaya taik buka kartu gak emang gituh parahnya menyusahkan padahal udah daftar pake kartu pasbuka kartunya gak buka banking,[BRImo] kecewa banget di update saldo gw jadi tertahan gak di tarik transfer tpi menerima transferan mana duit orang yg masuk rekening gw mending kalo duitnya bisa langsung gw ganti lah di atas jt njir kelabakan gw cari uang segede gituh
ginii,14,[BCAMobile] bikin gdeg laayanan transaksi bisa ini coba lagi cuman buat pindah data hape lama hape baru udah kali percobaan ttp ajj ddi persulit udah lewat verifikasi lewatt sms biyaya nya kurang puas dngn sistem kya ginii,[BCAMobile] aduh knp ko m banking aku merah truss padahal jaringanny aman ajjh jdi susah buat tranfer dn lainnya udh upgrade jga aku udah pke bln knp skrg jdi ginii plisss minn sarannya,[BCAMobile] kenapa abis update kok ngfreeess ginii dong perbaiki
lhoo,14,[BCAMobile] kenapa yaa pas udah bagian vidcall kerijek trs alesannya ngurus customer service udah hari yg lalu lhoo coba kek gini terus dong,[BCAMobile] akhir eror aplikasi nya udah berhari hari lhoo bolak balik buka apk udah update masih tetep aja eror transaksi dapat proses,[BRImo] notifikasi sms dimatikan kali pihak bank melalui hp melalui layanan bri teknis dikantor bri koq saja notifikasi smsnya notifikasi biaya lhoo siapa kami meminta notifikasi sms di non aktifkan bri lebih profesional malu sama umur jangan kalah bank pemula profesional layanannya salam kebajikan nasabah setia medrizal eka putra s hi
pgi,14,[BCAMobile] disuruh uptd gk bs tf pas uptd gk bs dr sini y parah sih mau byr ap susah sy mau byr kprbdi bank gagal trs disuruh abdet bca ud perbarui sdh smp selesai pas selesai keterangan nya maaf tdk bs mohon ulangi lgi buat laporan berulang dr pgi smp mlm gk bs jg,[BRImo] sy nasabah mekaar atm sy tertelan d mesin atm sy sdh telp call center tuk blokir krtu besok pgi ny sy dtg k bank bri unit buat kartu baru trnyata kata security bank sy lapor pihak mekaar dlu dibuat surat jalan penerbitan kartu baru end than lgsg telp lah petugas mekaar nya pdhl sy sdh jelskan kalo sy gak tau prusedurnya sprt it kecewa bgt dgn respon petugas mekaar ny yg sya wa tp respon lama skli bls singkat,[BRImo] mkin buruk brimo x trnsaksi mlh uang hilang g msuk parahnya pgi pmotongn hutang d bri mlh d potong x ni gmn bos
njirrr,14,[BCAMobile] udh hampir rb akses m banking nga masuk ngabis n pulsa doang masa kudu beli kaco bca mau login aja ribet njirrr,[BCAMobile] mau log in susahnya minta ampun kirim kode verifikasi gak masuk masuk njirrr,[BRImo] btuhkan mlah sllu eror force close apa an pdhal update sminggu kli njirrr tlong lah di prbaiki udah hari force close trus gmna mau transaksi nyebelin bngett sihh
astagaaa,14,[BCAMobile] gembel transaksi lewat qris status nya gagal saldo berkurang astagaaa astaga,[BCAMobile] buang buang waktu pulsa udah disuruh registrasi atm udah gitu malah bulak balik buat verifikasi ke halo bca perbaikin buat aplikasi nya masa udah verifikasi jadi balik ke menu awal verifikasi sampe kalii pulsa ampe kali ngisi astagaaa,[BCAMobile] ngapain ngelag woi astagaaa gw mau transaksi gabisa sinyal nya ga hijau hijau
mngkin,14,[BCAMobile] hmm sungguh mengecewakan kali ni data diri udh d lengkapi scan wajah jg udh tpi knpa slalu gagal trus d minta k kantor cabang sdngkan d lokasi kantor cabang bca tdk gmna sya mau k kantor cabang tk mngkin kn sya kantor cabang dri bank,[BRImo] masak tiap buka aplikasi lalap update mngkin klo jangka waktu bbrp minggu oke lah peningakatan keamanan service lah dalam sehari aja bbrpa x update kex engk pernah matang tim it nya,[BRImo] perangkat lama rusak mau login keperangkat baru susah minta opsi lupa password gk berfungsi padahal data yg masukan udh benar heran banyak transaksi tertunda gara gara kendala chatt callbri sarannya cuman masukan data sesuai data dengan benar coba berkala lh pastinya masukin data dong gk mngkin data tetangga coba login berkala udh hari gua coba hasilnya tetap sama
bukn,14,[BCAMobile] panggilan helo bca d kenakan biaya bukn itu layanan darurat utk nasabah bca ini kebanyakn masyarakat umum nasabah bca khusus ny hampir jarang mempunyai pulsa inti pulsa sms mohn d jdi kan bhn evaluasi pihak bca utk dpan ny trims,[BCAMobile] nyebelin banget sekarang bagus sih verifikasi data tp berkali kali gagal terus udah butuh banget transaksi tinggal desa mau kantor cabang jauh berkali kali verifikasi data gagal terus foto bolak balik sumpah pengen nangis kerjain bca punya anak kecil puluhan x foto d tempat terang gagal timeout terus kl bukn urgent jangan sempurna apa fotony punya anak kecil hp suka rusak banting jd ganti hp kalo sesulit aseli bakal banyak ninggalin bca,[BRImo] apk mau login klw bukn pake wifi klau pake data seluler tulisannya koneksi internetmu kurang baik periksa koneksi internet cek ulang paket data wifi jaringan mu padahal apalikasi lancar brimo yg tidak bisa
ituh,14,[BCAMobile] aneh uang selalu raib gak kadang rb kadang rb tau uang ituh diambil apa lan ada ketentuan ny tiap bulan dad potonga kenapa ngambil diluar ketentuan ituh sama kalian mencuri nominal nya seberapa,[BRImo] aplikasi bri bikin kecewa peminat semua klin ngeluh solusi admin bri muter gk jln keluarnya suruh inih ituh tetap gk memuaskan,[BRImo] hari sangat kecewa pusat bri tanjung karang bisa mengatasi darmon mbanking harus tempat saya buat yai ituh tanggamus sampe ujan ujanan gak ngedukung bener sih brii nabung aja sedot gak kaya bca utuh aja uang
grgr,14,[BCAMobile] makin kucrut eror kg jelas mana dah tengah malam jam setengah kg transaksi jd ketahan grgr eror kucrut,[BCAMobile] bca ku kira bank terbaik malah ternyata ga aman yaa grgr kasus kak nikita mirzani jadi tauu,[BCAMobile] fatal bgt fitur one klik grgr fitur tipu orang dikenal di arahkan situ saya tau apa ttg fitur one klik kembalikan uang saya sebagai tanggung jwb memberi fitur one klik adanya pemberitahuan step by step
keknya,14,[BCAMobile] saran aja nih kalau kendala transaksi langsung proses jgn nunggu kendala sampe banyak baru proses cari karyawan kerja bidangnya rata entah csnya team lainnya gk bisa ngapa in bank keknya kendala transaksi gk sampe hari nunggu nya,[BCAMobile] nunggu kode otp kirim lama banget anjim ampe kiamat ga dikirim keknya,[BCAMobile] kebanyakan errornya kode error gak akses menghmbat pekerjaan banget sekelas bca masa aplikasinya buruk sih maaf keknya banyak kok ahli bidang pembuatan aplikasi aplikasi oenting masa seburuk kecewa bgt
aduuh,14,[BCAMobile] minta otp sulit sekali salaam pulsa abis otp gk dapet haduh pulsa sy sdh habis rb utk minta otp bukan sy sediakan habis rb otp gk dapet dulu kayaknya gk begini udah lama gk gunakan mbca ganti hp pas gunakan aduuh keluar otpnya susah banget sampe detik sy tulis riview otp blm sy dapatkan malas jdnya lbh baik sy uninstal aja ni aplikasi cuma gara ganti device padahal data no hp yg sama ribet ribet,[BRImo] parah sekali aplikasi brimo sudah punya akun masa bisa masuk dipoto ktp aduuh jadi ribet teruntuk pihak brimo jangan mempersulit akun sudah aktif maupun mau bikin terimakasih,[BRImo] mau buat transaksi dana kok ngga kenapa sih brimo aduuh
ampuun,14,[BCAMobile] kejadian kali transaksi memakai qris pembayaran tansaksi nya gagal saldo aaautooo matis ter potong pribadi merasa rugikan karna sya bukan orang kaya saya hanya ojol ampuun sekelas bca begini,[BCAMobile] gimana mau daftar aja susah nya minta ampuun udah coba berkali kali tetep gak jgn ribetiin amaat buat pendaftraan nya,[BCAMobile] payah aplikasi yg baru pakai verifikasi ktp wajah gagal terus padahal ktp wajah sendiri ampuun
sunggu,14,[BCAMobile] data masuk proses gagal error terus itu banyak no di kenal masuk sunggu mengganggu,[BCAMobile] duit ilang download giliran download verifikasi gagal terus cuma nonton halaman awal outlet langsung g bantu apa apa solusi bca mau telpon halo bca pulsa g cukup terima kasih bca service mu sunggu memuaskan harusnya depan bank ditulis hp yg g support yg susah beli pulsa jangan buka rekening disini sulit kalau ada masalah sama uangmu,[BCAMobile] aplikasi mobile banking terburuk pernah pakai x transaksi pakai qris gagal saldo terdebit nominal jt rb bukti transaksi nya sy sudah buat laporan tetap pihak bca tidak tanggung jawab saya uang sangat besar sunggu sangat kecewa save januari
